"geoid","region_type","region_name","year","measure","value","measure_type"
"51087200413","tract","Census Tract 2004.13",2021,"primcare_3sfca",0.003441,"index"
"51810045427","tract","Census Tract 454.27",2021,"primcare_2sfca",0.001839,"index"
"51710990000","tract","Census Tract 9900",2021,"primcare_pop_cnt",0,"count"
"51107611012","tract","Census Tract 6110.12",2021,"primcare_2sfca",0.00195,"index"
"51810041400","tract","Census Tract 414",2021,"primcare_2sfca",0.002325,"index"
"51059480100","tract","Census Tract 4801",2021,"primcare_2sfca",0.002081,"index"
"51760040800","tract","Census Tract 408",2021,"primcare_2sfca",0.003022,"index"
"51800075801","tract","Census Tract 758.01",2021,"primcare_2sfca",0.001111,"index"
"51153901221","tract","Census Tract 9012.21",2021,"primcare_2sfca",0.002571,"index"
"51107610603","tract","Census Tract 6106.03",2021,"primcare_fca",0.008442,"index"
"51710003600","tract","Census Tract 36",2021,"primcare_fca",0.026121,"index"
"51061","county","Fauquier",2021,"primcare_e2sfca",0.001426,"index"
"51121021200","tract","Census Tract 212",2021,"primcare_pop_cnt",6106,"count"
"51031020200","tract","Census Tract 202",2021,"primcare_e2sfca",0.002297,"index"
"51650010703","tract","Census Tract 107.03",2021,"primcare_cnt",7,"count"
"51678","county","Lexington",2021,"primcare_cnt",37,"count"
"51059471401","tract","Census Tract 4714.01",2021,"primcare_e2sfca",0.00216,"index"
"51165011900","tract","Census Tract 119",2021,"primcare_2sfca",0.001034,"index"
"51143011400","tract","Census Tract 114",2021,"primcare_cnt",NA,"count"
"51177020202","tract","Census Tract 202.02",2021,"primcare_fca",0.017768,"index"
"51013100400","tract","Census Tract 1004",2021,"primcare_pop_cnt",3918,"count"
"51059482602","tract","Census Tract 4826.02",2021,"primcare_3sfca",0.003953,"index"
"51115951400","tract","Census Tract 9514",2021,"primcare_3sfca",0.001797,"index"
"51760040900","tract","Census Tract 409",2021,"primcare_3sfca",0.004394,"index"
"51139030100","tract","Census Tract 301",2021,"primcare_fca",0.00853,"index"
"51059415800","tract","Census Tract 4158",2021,"primcare_fca",0.010521,"index"
"51097","county","King and Queen",2021,"primcare_3sfca",0.001312,"index"
"51105950600","tract","Census Tract 9506",2021,"primcare_cnt",NA,"count"
"51700032212","tract","Census Tract 322.12",2021,"primcare_e2sfca",0.002569,"index"
"51059421800","tract","Census Tract 4218",2021,"primcare_fca",0.021177,"index"
"51059431002","tract","Census Tract 4310.02",2021,"primcare_cnt",NA,"count"
"51041100505","tract","Census Tract 1005.05",2021,"primcare_3sfca",0.002076,"index"
"51059452501","tract","Census Tract 4525.01",2021,"primcare_3sfca",0.002212,"index"
"51087201401","tract","Census Tract 2014.01",2021,"primcare_cnt",17,"count"
"51059430202","tract","Census Tract 4302.02",2021,"primcare_e2sfca",0.002157,"index"
"51700032123","tract","Census Tract 321.23",2021,"primcare_cnt",NA,"count"
"51173030701","tract","Census Tract 307.01",2021,"primcare_2sfca",0.002301,"index"
"51157950200","tract","Census Tract 9502",2021,"primcare_fca",0.002203,"index"
"51550021601","tract","Census Tract 216.01",2021,"primcare_pop_cnt",8429,"count"
"51179010107","tract","Census Tract 101.07",2021,"primcare_pop_cnt",3207,"count"
"51760021100","tract","Census Tract 211",2021,"primcare_fca",0.061258,"index"
"51107611805","tract","Census Tract 6118.05",2021,"primcare_cnt",NA,"count"
