geoid,year,region_name,region_type,measure,value,measure_type,measure_units
51173,2020,"Smyth County, Virginia",county,3sfca_capacity,0,index,NA
51175,2020,"Southampton County, Virginia",county,3sfca_capacity,0,index,NA
51177,2020,"Spotsylvania County, Virginia",county,3sfca_capacity,0.754003784,index,NA
51179,2020,"Stafford County, Virginia",county,3sfca_capacity,0.424540527,index,NA
51181,2020,"Surry County, Virginia",county,3sfca_capacity,0.131823066,index,NA
51183,2020,"Sussex County, Virginia",county,3sfca_capacity,0.065911533,index,NA
51185,2020,"Tazewell County, Virginia",county,3sfca_capacity,0,index,NA
51187,2020,"Warren County, Virginia",county,3sfca_capacity,0,index,NA
51191,2020,"Washington County, Virginia",county,3sfca_capacity,0,index,NA
51193,2020,"Westmoreland County, Virginia",county,3sfca_capacity,0,index,NA
51195,2020,"Wise County, Virginia",county,3sfca_capacity,1.497114456,index,NA
51197,2020,"Wythe County, Virginia",county,3sfca_capacity,0,index,NA
51199,2020,"York County, Virginia",county,3sfca_capacity,0.146902464,index,NA
51510,2020,"Alexandria City, Virginia",county,3sfca_capacity,1.593676145,index,NA
51520,2020,"Bristol City, Virginia",county,3sfca_capacity,0,index,NA
51530,2020,"Buena Vista City, Virginia",county,3sfca_capacity,0.077889787,index,NA
51540,2020,"Charlottesville City, Virginia",county,3sfca_capacity,1.306655171,index,NA
51550,2020,"Chesapeake City, Virginia",county,3sfca_capacity,1.826811885,index,NA
51570,2020,"Colonial Heights City, Virginia",county,3sfca_capacity,2.093945205,index,NA
51580,2020,"Covington City, Virginia",county,3sfca_capacity,0,index,NA
51590,2020,"Danville City, Virginia",county,3sfca_capacity,0.501707619,index,NA
51595,2020,"Emporia City, Virginia",county,3sfca_capacity,0,index,NA
51600,2020,"Fairfax City, Virginia",county,3sfca_capacity,1.593676145,index,NA
51610,2020,"Falls Church City, Virginia",county,3sfca_capacity,1.593676145,index,NA
51620,2020,"Franklin City, Virginia",county,3sfca_capacity,0.009426608,index,NA
51630,2020,"Fredericksburg City, Virginia",county,3sfca_capacity,0.754003784,index,NA
51640,2020,"Galax City, Virginia",county,3sfca_capacity,0,index,NA
51650,2020,"Hampton City, Virginia",county,3sfca_capacity,1.696133694,index,NA
51660,2020,"Harrisonburg City, Virginia",county,3sfca_capacity,0,index,NA
51670,2020,"Hopewell City, Virginia",county,3sfca_capacity,2.093945205,index,NA
51678,2020,"Lexington City, Virginia",county,3sfca_capacity,0,index,NA
51680,2020,"Lynchburg City, Virginia",county,3sfca_capacity,1.305581189,index,NA
51683,2020,"Manassas City, Virginia",county,3sfca_capacity,0.09507727,index,NA
51685,2020,"Manassas Park City, Virginia",county,3sfca_capacity,0.09507727,index,NA
51690,2020,"Martinsville City, Virginia",county,3sfca_capacity,0.001287046,index,NA
51700,2020,"Newport News City, Virginia",county,3sfca_capacity,1.095666112,index,NA
51710,2020,"Norfolk City, Virginia",county,3sfca_capacity,3.881202071,index,NA
51720,2020,"Norton City, Virginia",county,3sfca_capacity,1.497114456,index,NA
51730,2020,"Petersburg City, Virginia",county,3sfca_capacity,2.093945205,index,NA
51735,2020,"Poquoson City, Virginia",county,3sfca_capacity,1.095666112,index,NA
51740,2020,"Portsmouth City, Virginia",county,3sfca_capacity,3.378150974,index,NA
51750,2020,"Radford City, Virginia",county,3sfca_capacity,0,index,NA
51760,2020,"Richmond City, Virginia",county,3sfca_capacity,1.288435271,index,NA
51770,2020,"Roanoke City, Virginia",county,3sfca_capacity,3.856536475,index,NA
51775,2020,"Salem City, Virginia",county,3sfca_capacity,2.822247067,index,NA
51790,2020,"Staunton City, Virginia",county,3sfca_capacity,0.003211779,index,NA
51800,2020,"Suffolk City, Virginia",county,3sfca_capacity,0.097934976,index,NA
51810,2020,"Virginia Beach City, Virginia",county,3sfca_capacity,0.146902464,index,NA
51820,2020,"Waynesboro City, Virginia",county,3sfca_capacity,0.028523658,index,NA
51830,2020,"Williamsburg City, Virginia",county,3sfca_capacity,0.068464112,index,NA
51840,2020,"Winchester City, Virginia",county,3sfca_capacity,0,index,NA
51001,2020,"Accomack County, Virginia",county,2sfca30_capacity,0,index,NA
51003,2020,"Albemarle County, Virginia",county,2sfca30_capacity,0.000135496,index,NA
51005,2020,"Alleghany County, Virginia",county,2sfca30_capacity,0,index,NA
51007,2020,"Amelia County, Virginia",county,2sfca30_capacity,0,index,NA
51009,2020,"Amherst County, Virginia",county,2sfca30_capacity,0,index,NA
51011,2020,"Appomattox County, Virginia",county,2sfca30_capacity,0,index,NA
51013,2020,"Arlington County, Virginia",county,2sfca30_capacity,0.000222709,index,NA
51015,2020,"Augusta County, Virginia",county,2sfca30_capacity,0,index,NA
51017,2020,"Bath County, Virginia",county,2sfca30_capacity,0,index,NA
51019,2020,"Bedford County, Virginia",county,2sfca30_capacity,0,index,NA
51021,2020,"Bland County, Virginia",county,2sfca30_capacity,0,index,NA
51023,2020,"Botetourt County, Virginia",county,2sfca30_capacity,0,index,NA
51025,2020,"Brunswick County, Virginia",county,2sfca30_capacity,0,index,NA
51027,2020,"Buchanan County, Virginia",county,2sfca30_capacity,0,index,NA
51029,2020,"Buckingham County, Virginia",county,2sfca30_capacity,0,index,NA
51031,2020,"Campbell County, Virginia",county,2sfca30_capacity,7.14E-05,index,NA
51033,2020,"Caroline County, Virginia",county,2sfca30_capacity,0,index,NA
51035,2020,"Carroll County, Virginia",county,2sfca30_capacity,0,index,NA
51036,2020,"Charles City County, Virginia",county,2sfca30_capacity,0,index,NA
51037,2020,"Charlotte County, Virginia",county,2sfca30_capacity,0,index,NA
51041,2020,"Chesterfield County, Virginia",county,2sfca30_capacity,0,index,NA
51043,2020,"Clarke County, Virginia",county,2sfca30_capacity,0,index,NA
51045,2020,"Craig County, Virginia",county,2sfca30_capacity,0,index,NA
51047,2020,"Culpeper County, Virginia",county,2sfca30_capacity,0.001598242,index,NA
51049,2020,"Cumberland County, Virginia",county,2sfca30_capacity,0,index,NA
51051,2020,"Dickenson County, Virginia",county,2sfca30_capacity,0,index,NA
51053,2020,"Dinwiddie County, Virginia",county,2sfca30_capacity,0,index,NA
51057,2020,"Essex County, Virginia",county,2sfca30_capacity,0,index,NA
51059,2020,"Fairfax County, Virginia",county,2sfca30_capacity,0.000327513,index,NA
51061,2020,"Fauquier County, Virginia",county,2sfca30_capacity,0,index,NA
51063,2020,"Floyd County, Virginia",county,2sfca30_capacity,0,index,NA
51065,2020,"Fluvanna County, Virginia",county,2sfca30_capacity,0,index,NA
51067,2020,"Franklin County, Virginia",county,2sfca30_capacity,0,index,NA
51069,2020,"Frederick County, Virginia",county,2sfca30_capacity,0,index,NA
51071,2020,"Giles County, Virginia",county,2sfca30_capacity,0,index,NA
51073,2020,"Gloucester County, Virginia",county,2sfca30_capacity,0,index,NA
51075,2020,"Goochland County, Virginia",county,2sfca30_capacity,0,index,NA
51077,2020,"Grayson County, Virginia",county,2sfca30_capacity,0,index,NA
51079,2020,"Greene County, Virginia",county,2sfca30_capacity,0,index,NA
51081,2020,"Greensville County, Virginia",county,2sfca30_capacity,0,index,NA
51083,2020,"Halifax County, Virginia",county,2sfca30_capacity,0,index,NA
51085,2020,"Hanover County, Virginia",county,2sfca30_capacity,0.000345816,index,NA
51087,2020,"Henrico County, Virginia",county,2sfca30_capacity,0.00020766,index,NA
51089,2020,"Henry County, Virginia",county,2sfca30_capacity,0,index,NA
51091,2020,"Highland County, Virginia",county,2sfca30_capacity,0,index,NA
51093,2020,"Isle Of Wight County, Virginia",county,2sfca30_capacity,0,index,NA
51095,2020,"James City County, Virginia",county,2sfca30_capacity,0,index,NA
51097,2020,"King And Queen County, Virginia",county,2sfca30_capacity,0,index,NA
51099,2020,"King George County, Virginia",county,2sfca30_capacity,0,index,NA
51101,2020,"King William County, Virginia",county,2sfca30_capacity,0,index,NA
51103,2020,"Lancaster County, Virginia",county,2sfca30_capacity,0,index,NA
51105,2020,"Lee County, Virginia",county,2sfca30_capacity,0,index,NA
51107,2020,"Loudoun County, Virginia",county,2sfca30_capacity,0,index,NA
51109,2020,"Louisa County, Virginia",county,2sfca30_capacity,0,index,NA
51111,2020,"Lunenburg County, Virginia",county,2sfca30_capacity,0,index,NA
51113,2020,"Madison County, Virginia",county,2sfca30_capacity,0,index,NA
51115,2020,"Mathews County, Virginia",county,2sfca30_capacity,0,index,NA
51117,2020,"Mecklenburg County, Virginia",county,2sfca30_capacity,0,index,NA
51119,2020,"Middlesex County, Virginia",county,2sfca30_capacity,0,index,NA
51121,2020,"Montgomery County, Virginia",county,2sfca30_capacity,0,index,NA
51125,2020,"Nelson County, Virginia",county,2sfca30_capacity,0,index,NA
51127,2020,"New Kent County, Virginia",county,2sfca30_capacity,0,index,NA
51131,2020,"Northampton County, Virginia",county,2sfca30_capacity,0,index,NA
51133,2020,"Northumberland County, Virginia",county,2sfca30_capacity,0,index,NA
51135,2020,"Nottoway County, Virginia",county,2sfca30_capacity,0,index,NA
51137,2020,"Orange County, Virginia",county,2sfca30_capacity,0,index,NA
51139,2020,"Page County, Virginia",county,2sfca30_capacity,0,index,NA
51141,2020,"Patrick County, Virginia",county,2sfca30_capacity,0,index,NA
51143,2020,"Pittsylvania County, Virginia",county,2sfca30_capacity,1.99E-05,index,NA
51145,2020,"Powhatan County, Virginia",county,2sfca30_capacity,0,index,NA
51147,2020,"Prince Edward County, Virginia",county,2sfca30_capacity,0,index,NA
51149,2020,"Prince George County, Virginia",county,2sfca30_capacity,0,index,NA
51153,2020,"Prince William County, Virginia",county,2sfca30_capacity,0,index,NA
51155,2020,"Pulaski County, Virginia",county,2sfca30_capacity,0,index,NA
51157,2020,"Rappahannock County, Virginia",county,2sfca30_capacity,0,index,NA
51159,2020,"Richmond County, Virginia",county,2sfca30_capacity,0,index,NA
51161,2020,"Roanoke County, Virginia",county,2sfca30_capacity,0.000409306,index,NA
51163,2020,"Rockbridge County, Virginia",county,2sfca30_capacity,0,index,NA
51165,2020,"Rockingham County, Virginia",county,2sfca30_capacity,0,index,NA
51167,2020,"Russell County, Virginia",county,2sfca30_capacity,0,index,NA
51169,2020,"Scott County, Virginia",county,2sfca30_capacity,0,index,NA
51171,2020,"Shenandoah County, Virginia",county,2sfca30_capacity,0,index,NA
51173,2020,"Smyth County, Virginia",county,2sfca30_capacity,0,index,NA
51175,2020,"Southampton County, Virginia",county,2sfca30_capacity,0,index,NA
51177,2020,"Spotsylvania County, Virginia",county,2sfca30_capacity,0,index,NA
51179,2020,"Stafford County, Virginia",county,2sfca30_capacity,0,index,NA
51181,2020,"Surry County, Virginia",county,2sfca30_capacity,0,index,NA
51183,2020,"Sussex County, Virginia",county,2sfca30_capacity,0,index,NA
51185,2020,"Tazewell County, Virginia",county,2sfca30_capacity,0,index,NA
51187,2020,"Warren County, Virginia",county,2sfca30_capacity,0,index,NA
51191,2020,"Washington County, Virginia",county,2sfca30_capacity,0,index,NA
51193,2020,"Westmoreland County, Virginia",county,2sfca30_capacity,0,index,NA
51195,2020,"Wise County, Virginia",county,2sfca30_capacity,0.000229516,index,NA
51197,2020,"Wythe County, Virginia",county,2sfca30_capacity,0,index,NA
51199,2020,"York County, Virginia",county,2sfca30_capacity,0,index,NA
51510,2020,"Alexandria City, Virginia",county,2sfca30_capacity,0.000222709,index,NA
51520,2020,"Bristol City, Virginia",county,2sfca30_capacity,0,index,NA
51530,2020,"Buena Vista City, Virginia",county,2sfca30_capacity,0,index,NA
51540,2020,"Charlottesville City, Virginia",county,2sfca30_capacity,0.000199259,index,NA
51550,2020,"Chesapeake City, Virginia",county,2sfca30_capacity,0.0001455,index,NA
51570,2020,"Colonial Heights City, Virginia",county,2sfca30_capacity,0.000296042,index,NA
51580,2020,"Covington City, Virginia",county,2sfca30_capacity,0,index,NA
51590,2020,"Danville City, Virginia",county,2sfca30_capacity,9.02E-05,index,NA
51595,2020,"Emporia City, Virginia",county,2sfca30_capacity,0,index,NA
51600,2020,"Fairfax City, Virginia",county,2sfca30_capacity,0.000222709,index,NA
51610,2020,"Falls Church City, Virginia",county,2sfca30_capacity,0.000222709,index,NA
51620,2020,"Franklin City, Virginia",county,2sfca30_capacity,0,index,NA
51630,2020,"Fredericksburg City, Virginia",county,2sfca30_capacity,0,index,NA
51640,2020,"Galax City, Virginia",county,2sfca30_capacity,0,index,NA
51650,2020,"Hampton City, Virginia",county,2sfca30_capacity,0.000340252,index,NA
51660,2020,"Harrisonburg City, Virginia",county,2sfca30_capacity,0,index,NA
51670,2020,"Hopewell City, Virginia",county,2sfca30_capacity,0.000296042,index,NA
51678,2020,"Lexington City, Virginia",county,2sfca30_capacity,0,index,NA
51680,2020,"Lynchburg City, Virginia",county,2sfca30_capacity,0.000220539,index,NA
51683,2020,"Manassas City, Virginia",county,2sfca30_capacity,0,index,NA
51685,2020,"Manassas Park City, Virginia",county,2sfca30_capacity,0,index,NA
51690,2020,"Martinsville City, Virginia",county,2sfca30_capacity,0,index,NA
51700,2020,"Newport News City, Virginia",county,2sfca30_capacity,0.000132432,index,NA
51710,2020,"Norfolk City, Virginia",county,2sfca30_capacity,0.000704207,index,NA
51720,2020,"Norton City, Virginia",county,2sfca30_capacity,0.000229516,index,NA
51730,2020,"Petersburg City, Virginia",county,2sfca30_capacity,0.000296042,index,NA
51735,2020,"Poquoson City, Virginia",county,2sfca30_capacity,0.000132432,index,NA
51740,2020,"Portsmouth City, Virginia",county,2sfca30_capacity,0.000449726,index,NA
51750,2020,"Radford City, Virginia",county,2sfca30_capacity,0,index,NA
51760,2020,"Richmond City, Virginia",county,2sfca30_capacity,0.00020766,index,NA
51770,2020,"Roanoke City, Virginia",county,2sfca30_capacity,0.000601921,index,NA
51775,2020,"Salem City, Virginia",county,2sfca30_capacity,0.000409306,index,NA
51790,2020,"Staunton City, Virginia",county,2sfca30_capacity,0,index,NA
51800,2020,"Suffolk City, Virginia",county,2sfca30_capacity,0,index,NA
51810,2020,"Virginia Beach City, Virginia",county,2sfca30_capacity,0,index,NA
51820,2020,"Waynesboro City, Virginia",county,2sfca30_capacity,0,index,NA
51830,2020,"Williamsburg City, Virginia",county,2sfca30_capacity,0,index,NA
51840,2020,"Winchester City, Virginia",county,2sfca30_capacity,0,index,NA
51001,2020,"Accomack County, Virginia",county,norm_3sfca,0,normalized index,NA
51003,2020,"Albemarle County, Virginia",county,norm_3sfca,13.33296764,normalized index,NA
51005,2020,"Alleghany County, Virginia",county,norm_3sfca,0,normalized index,NA
51007,2020,"Amelia County, Virginia",county,norm_3sfca,1.94771686,normalized index,NA
51009,2020,"Amherst County, Virginia",county,norm_3sfca,1.150839952,normalized index,NA
51011,2020,"Appomattox County, Virginia",county,norm_3sfca,1.150839952,normalized index,NA
51013,2020,"Arlington County, Virginia",county,norm_3sfca,23.54694052,normalized index,NA
51015,2020,"Augusta County, Virginia",county,norm_3sfca,0.084489919,normalized index,NA
51017,2020,"Bath County, Virginia",county,norm_3sfca,0,normalized index,NA
51019,2020,"Bedford County, Virginia",county,norm_3sfca,1.81929309,normalized index,NA
51021,2020,"Bland County, Virginia",county,norm_3sfca,0,normalized index,NA
51023,2020,"Botetourt County, Virginia",county,norm_3sfca,2.487746228,normalized index,NA
51025,2020,"Brunswick County, Virginia",county,norm_3sfca,0,normalized index,NA
51027,2020,"Buchanan County, Virginia",county,norm_3sfca,0,normalized index,NA
51029,2020,"Buckingham County, Virginia",county,norm_3sfca,0,normalized index,NA
51031,2020,"Campbell County, Virginia",county,norm_3sfca,10.33015862,normalized index,NA
51033,2020,"Caroline County, Virginia",county,norm_3sfca,2.293934372,normalized index,NA
51035,2020,"Carroll County, Virginia",county,norm_3sfca,0,normalized index,NA
51036,2020,"Charles City County, Virginia",county,norm_3sfca,1.94771686,normalized index,NA
51037,2020,"Charlotte County, Virginia",county,norm_3sfca,0,normalized index,NA
51041,2020,"Chesterfield County, Virginia",county,norm_3sfca,2.120825616,normalized index,NA
51043,2020,"Clarke County, Virginia",county,norm_3sfca,0,normalized index,NA
51045,2020,"Craig County, Virginia",county,norm_3sfca,0,normalized index,NA
51047,2020,"Culpeper County, Virginia",county,norm_3sfca,100,normalized index,NA
51049,2020,"Cumberland County, Virginia",county,norm_3sfca,0,normalized index,NA
51051,2020,"Dickenson County, Virginia",county,norm_3sfca,0,normalized index,NA
51053,2020,"Dinwiddie County, Virginia",county,norm_3sfca,1.94771686,normalized index,NA
51057,2020,"Essex County, Virginia",county,norm_3sfca,0,normalized index,NA
51059,2020,"Fairfax County, Virginia",county,norm_3sfca,32.17635907,normalized index,NA
51061,2020,"Fauquier County, Virginia",county,norm_3sfca,6.27268631,normalized index,NA
51063,2020,"Floyd County, Virginia",county,norm_3sfca,0,normalized index,NA
51065,2020,"Fluvanna County, Virginia",county,norm_3sfca,0.842887522,normalized index,NA
51067,2020,"Franklin County, Virginia",county,norm_3sfca,1.243873114,normalized index,NA
51069,2020,"Frederick County, Virginia",county,norm_3sfca,0,normalized index,NA
51071,2020,"Giles County, Virginia",county,norm_3sfca,0,normalized index,NA
51073,2020,"Gloucester County, Virginia",county,norm_3sfca,1.011573387,normalized index,NA
51075,2020,"Goochland County, Virginia",county,norm_3sfca,1.568410947,normalized index,NA
51077,2020,"Grayson County, Virginia",county,norm_3sfca,0,normalized index,NA
51079,2020,"Greene County, Virginia",county,norm_3sfca,0.421443761,normalized index,NA
51081,2020,"Greensville County, Virginia",county,norm_3sfca,0,normalized index,NA
51083,2020,"Halifax County, Virginia",county,norm_3sfca,0.337767586,normalized index,NA
51085,2020,"Hanover County, Virginia",county,norm_3sfca,36.3955812,normalized index,NA
51087,2020,"Henrico County, Virginia",county,norm_3sfca,19.03693469,normalized index,NA
51089,2020,"Henry County, Virginia",county,norm_3sfca,0.019016406,normalized index,NA
51091,2020,"Highland County, Virginia",county,norm_3sfca,0,normalized index,NA
51093,2020,"Isle Of Wight County, Virginia",county,norm_3sfca,1.447012346,normalized index,NA
51095,2020,"James City County, Virginia",county,norm_3sfca,1.011573387,normalized index,NA
51097,2020,"King And Queen County, Virginia",county,norm_3sfca,0,normalized index,NA
51099,2020,"King George County, Virginia",county,norm_3sfca,0,normalized index,NA
51101,2020,"King William County, Virginia",county,norm_3sfca,2.293934372,normalized index,NA
51103,2020,"Lancaster County, Virginia",county,norm_3sfca,0,normalized index,NA
51105,2020,"Lee County, Virginia",county,norm_3sfca,1.319672145,normalized index,NA
51107,2020,"Loudoun County, Virginia",county,norm_3sfca,1.404789065,normalized index,NA
51109,2020,"Louisa County, Virginia",county,norm_3sfca,0.842887522,normalized index,NA
51111,2020,"Lunenburg County, Virginia",county,norm_3sfca,0,normalized index,NA
51113,2020,"Madison County, Virginia",county,norm_3sfca,5.991735538,normalized index,NA
51115,2020,"Mathews County, Virginia",county,norm_3sfca,0,normalized index,NA
51117,2020,"Mecklenburg County, Virginia",county,norm_3sfca,0,normalized index,NA
51119,2020,"Middlesex County, Virginia",county,norm_3sfca,0,normalized index,NA
51121,2020,"Montgomery County, Virginia",county,norm_3sfca,2.487746228,normalized index,NA
51125,2020,"Nelson County, Virginia",county,norm_3sfca,0.842887522,normalized index,NA
51127,2020,"New Kent County, Virginia",county,norm_3sfca,2.120825616,normalized index,NA
51131,2020,"Northampton County, Virginia",county,norm_3sfca,0,normalized index,NA
51133,2020,"Northumberland County, Virginia",county,norm_3sfca,0,normalized index,NA
51135,2020,"Nottoway County, Virginia",county,norm_3sfca,0,normalized index,NA
51137,2020,"Orange County, Virginia",county,norm_3sfca,5.991735538,normalized index,NA
51139,2020,"Page County, Virginia",county,norm_3sfca,0,normalized index,NA
51141,2020,"Patrick County, Virginia",county,norm_3sfca,0,normalized index,NA
51143,2020,"Pittsylvania County, Virginia",county,norm_3sfca,3.031866193,normalized index,NA
51145,2020,"Powhatan County, Virginia",county,norm_3sfca,2.120825616,normalized index,NA
51147,2020,"Prince Edward County, Virginia",county,norm_3sfca,0,normalized index,NA
51149,2020,"Prince George County, Virginia",county,norm_3sfca,1.94771686,normalized index,NA
51153,2020,"Prince William County, Virginia",county,norm_3sfca,1.404789065,normalized index,NA
51155,2020,"Pulaski County, Virginia",county,norm_3sfca,0,normalized index,NA
51157,2020,"Rappahannock County, Virginia",county,norm_3sfca,0,normalized index,NA
51159,2020,"Richmond County, Virginia",county,norm_3sfca,0,normalized index,NA
51161,2020,"Roanoke County, Virginia",county,norm_3sfca,41.69936534,normalized index,NA
51163,2020,"Rockbridge County, Virginia",county,norm_3sfca,0,normalized index,NA
51165,2020,"Rockingham County, Virginia",county,norm_3sfca,0,normalized index,NA
51167,2020,"Russell County, Virginia",county,norm_3sfca,0,normalized index,NA
51169,2020,"Scott County, Virginia",county,norm_3sfca,1.319672145,normalized index,NA
51171,2020,"Shenandoah County, Virginia",county,norm_3sfca,0,normalized index,NA
51173,2020,"Smyth County, Virginia",county,norm_3sfca,0,normalized index,NA
51175,2020,"Southampton County, Virginia",county,norm_3sfca,0,normalized index,NA
51177,2020,"Spotsylvania County, Virginia",county,norm_3sfca,11.14058355,normalized index,NA
51179,2020,"Stafford County, Virginia",county,norm_3sfca,6.27268631,normalized index,NA
51181,2020,"Surry County, Virginia",county,norm_3sfca,1.94771686,normalized index,NA
51183,2020,"Sussex County, Virginia",county,norm_3sfca,0.97385843,normalized index,NA
51185,2020,"Tazewell County, Virginia",county,norm_3sfca,0,normalized index,NA
51187,2020,"Warren County, Virginia",county,norm_3sfca,0,normalized index,NA
51191,2020,"Washington County, Virginia",county,norm_3sfca,0,normalized index,NA
