geoid,region_type,region_name,year,measure,value,measure_type,measure_units
51510202001,tract,"Census Tract 2020.01, Alexandria city, Virginia",2021,download,202.242406452244,mean,Mb/sec
51510200900,tract,"Census Tract 2009, Alexandria city, Virginia",2020,download,149.823292621799,mean,Mb/sec
51177020407,tract,"Census Tract 204.07, Spotsylvania County, Virginia",2020,download,181.39330649346,mean,Mb/sec
51700032225,tract,"Census Tract 322.25, Newport News city, Virginia",2021,download,178.988621040878,mean,Mb/sec
51700031902,tract,"Census Tract 319.02, Newport News city, Virginia",2020,download,129.644782057194,mean,Mb/sec
51810046211,tract,"Census Tract 462.11, Virginia Beach city, Virginia",2020,download,120.762656266992,mean,Mb/sec
51093280105,tract,"Census Tract 2801.05, Isle of Wight County, Virginia",2021,download,170.487211177318,mean,Mb/sec
51173030302,tract,"Census Tract 303.02, Smyth County, Virginia",2019,download,82.848278653203,mean,Mb/sec
51091970100,tract,"Census Tract 9701, Highland County, Virginia",2021,download,20.6316165917411,mean,Mb/sec
51195930800,tract,"Census Tract 9308, Wise County, Virginia",2019,download,87.9884244291076,mean,Mb/sec
51059491000,tract,"Census Tract 4910, Fairfax County, Virginia",2019,download,129.081457577065,mean,Mb/sec
51003011301,tract,"Census Tract 113.01, Albemarle County, Virginia",2019,download,64.8593984223188,mean,Mb/sec
51530930600,tract,"Census Tract 9306, Buena Vista city, Virginia",2021,download,156.472111062266,mean,Mb/sec
24,health district,Portsmouth,2021,download,155.592481251953,mean,Mb/sec
51061930704,tract,"Census Tract 9307.04, Fauquier County, Virginia",2021,download,56.6017462872365,mean,Mb/sec
51107610900,tract,"Census Tract 6109, Loudoun County, Virginia",2020,download,105.531277872465,mean,Mb/sec
51650012100,tract,"Census Tract 121, Hampton city, Virginia",2021,download,175.614631913287,mean,Mb/sec
51161030100,tract,"Census Tract 301, Roanoke County, Virginia",2019,download,122.276089575083,mean,Mb/sec
51775010300,tract,"Census Tract 103, Salem city, Virginia",2020,download,150.891109970795,mean,Mb/sec
51177020205,tract,"Census Tract 202.05, Spotsylvania County, Virginia",2020,download,186.635691102974,mean,Mb/sec
51161,county,"Roanoke County, Virginia",2021,download,162.072803735811,mean,Mb/sec
51145500300,tract,"Census Tract 5003, Powhatan County, Virginia",2021,download,198.436890197346,mean,Mb/sec
51059491703,tract,"Census Tract 4917.03, Fairfax County, Virginia",2020,download,167.01258673927,mean,Mb/sec
51059471301,tract,"Census Tract 4713.01, Fairfax County, Virginia",2020,download,156.682724957131,mean,Mb/sec
51087200804,tract,"Census Tract 2008.04, Henrico County, Virginia",2020,download,196.311308543099,mean,Mb/sec
51127700100,tract,"Census Tract 7001, New Kent County, Virginia",2020,download,131.333598636693,mean,Mb/sec
51710001500,tract,"Census Tract 15, Norfolk city, Virginia",2020,download,100.697878641237,mean,Mb/sec
22,health district,Piedmont,2019,download,32.2443262248797,mean,Mb/sec
51191010100,tract,"Census Tract 101, Washington County, Virginia",2020,download,87.4692710536542,mean,Mb/sec
51195931700,tract,"Census Tract 9317, Wise County, Virginia",2021,download,43.6700871463993,mean,Mb/sec
51153900408,tract,"Census Tract 9004.08, Prince William County, Virginia",2021,download,181.016451238452,mean,Mb/sec
51015070900,tract,"Census Tract 709, Augusta County, Virginia",2019,download,87.8149271017216,mean,Mb/sec
51670820600,tract,"Census Tract 8206, Hopewell city, Virginia",2019,download,168.472234488076,mean,Mb/sec
51820003400,tract,"Census Tract 34, Waynesboro city, Virginia",2019,download,127.624642431523,mean,Mb/sec
51540000600,tract,"Census Tract 6, Charlottesville city, Virginia",2020,download,144.441304349688,mean,Mb/sec
51740213103,tract,"Census Tract 2131.03, Portsmouth city, Virginia",2020,download,111.066951569901,mean,Mb/sec
51059440100,tract,"Census Tract 4401, Fairfax County, Virginia",2019,download,113.087986654851,mean,Mb/sec
51173,county,"Smyth County, Virginia",2020,download,110.108879720125,mean,Mb/sec
51125950300,tract,"Census Tract 9503, Nelson County, Virginia",2019,download,46.4565502042086,mean,Mb/sec
51710000500,tract,"Census Tract 5, Norfolk city, Virginia",2019,download,122.483979889575,mean,Mb/sec
51059415900,tract,"Census Tract 4159, Fairfax County, Virginia",2020,download,148.865400925334,mean,Mb/sec
51059415800,tract,"Census Tract 4158, Fairfax County, Virginia",2019,download,121.040381524145,mean,Mb/sec
51570830500,tract,"Census Tract 8305, Colonial Heights city, Virginia",2019,download,167.809201653758,mean,Mb/sec
51041101009,tract,"Census Tract 1010.09, Chesterfield County, Virginia",2020,download,181.886264844027,mean,Mb/sec
51193010200,tract,"Census Tract 102, Westmoreland County, Virginia",2019,download,80.3380558709183,mean,Mb/sec
51087200409,tract,"Census Tract 2004.09, Henrico County, Virginia",2020,download,158.776706341296,mean,Mb/sec
51059461901,tract,"Census Tract 4619.01, Fairfax County, Virginia",2020,download,133.563403402035,mean,Mb/sec
51810043400,tract,"Census Tract 434, Virginia Beach city, Virginia",2021,download,153.49219389333,mean,Mb/sec
51187020602,tract,"Census Tract 206.02, Warren County, Virginia",2020,download,134.44325136596,mean,Mb/sec
51165011500,tract,"Census Tract 115, Rockingham County, Virginia",2019,download,109.876946614353,mean,Mb/sec
51041100907,tract,"Census Tract 1009.07, Chesterfield County, Virginia",2019,download,160.612612052496,mean,Mb/sec
51067020500,tract,"Census Tract 205, Franklin County, Virginia",2021,download,76.352278461172,mean,Mb/sec
51810043003,tract,"Census Tract 430.03, Virginia Beach city, Virginia",2020,download,104.43314491383,mean,Mb/sec
51153901900,tract,"Census Tract 9019, Prince William County, Virginia",2020,download,175.388816894821,mean,Mb/sec
32,health district,Three Rivers,2020,download,92.6024079096002,mean,Mb/sec
51153901223,tract,"Census Tract 9012.23, Prince William County, Virginia",2020,download,163.766940160948,mean,Mb/sec
51023040301,tract,"Census Tract 403.01, Botetourt County, Virginia",2021,download,120.966028282011,mean,Mb/sec
51810040802,tract,"Census Tract 408.02, Virginia Beach city, Virginia",2019,download,129.206194405661,mean,Mb/sec
51071930400,tract,"Census Tract 9304, Giles County, Virginia",2020,download,134.159291380223,mean,Mb/sec
51800075101,tract,"Census Tract 751.01, Suffolk city, Virginia",2020,download,128.831679732494,mean,Mb/sec
51700032006,tract,"Census Tract 320.06, Newport News city, Virginia",2019,download,122.257184620555,mean,Mb/sec
51147930100,tract,"Census Tract 9301, Prince Edward County, Virginia",2020,download,36.5605255710862,mean,Mb/sec
51760060800,tract,"Census Tract 608, Richmond city, Virginia",2021,download,170.021151620202,mean,Mb/sec
26,health district,Rappahannock,2020,download,163.995157229089,mean,Mb/sec
51510200303,tract,"Census Tract 2003.03, Alexandria city, Virginia",2019,download,151.661089065208,mean,Mb/sec
51067020101,tract,"Census Tract 201.01, Franklin County, Virginia",2021,download,76.4374728697876,mean,Mb/sec
51770002300,tract,"Census Tract 23, Roanoke city, Virginia",2019,download,99.0575726398464,mean,Mb/sec
51053840400,tract,"Census Tract 8404, Dinwiddie County, Virginia",2021,download,347.963721533747,mean,Mb/sec
51059431400,tract,"Census Tract 4314, Fairfax County, Virginia",2020,download,156.923077467273,mean,Mb/sec
51033030300,tract,"Census Tract 303, Caroline County, Virginia",2019,download,73.4433599979696,mean,Mb/sec
51590000400,tract,"Census Tract 4, Danville city, Virginia",2019,download,164.208151168093,mean,Mb/sec
51087200128,tract,"Census Tract 2001.28, Henrico County, Virginia",2021,download,171.397228790067,mean,Mb/sec
51015070600,tract,"Census Tract 706, Augusta County, Virginia",2020,download,143.792761705389,mean,Mb/sec
51059460701,tract,"Census Tract 4607.01, Fairfax County, Virginia",2021,download,191.68668071034,mean,Mb/sec
51041100919,tract,"Census Tract 1009.19, Chesterfield County, Virginia",2020,download,170.102186303834,mean,Mb/sec
51800065400,tract,"Census Tract 654, Suffolk city, Virginia",2021,download,178.018573437422,mean,Mb/sec
51153901900,tract,"Census Tract 9019, Prince William County, Virginia",2021,download,219.636855251067,mean,Mb/sec
51177020108,tract,"Census Tract 201.08, Spotsylvania County, Virginia",2020,download,163.999014218546,mean,Mb/sec
51153900600,tract,"Census Tract 9006, Prince William County, Virginia",2021,download,192.818112688621,mean,Mb/sec
51740,county,"Portsmouth city, Virginia",2021,download,155.592481251954,mean,Mb/sec
51001090100,tract,"Census Tract 901, Accomack County, Virginia",2019,download,65.4251739302041,mean,Mb/sec
51760020900,tract,"Census Tract 209, Richmond city, Virginia",2020,download,167.606629449425,mean,Mb/sec
51069,county,"Frederick County, Virginia",2019,download,109.128994723573,mean,Mb/sec
51107611012,tract,"Census Tract 6110.12, Loudoun County, Virginia",2020,download,196.009166553565,mean,Mb/sec
51121020300,tract,"Census Tract 203, Montgomery County, Virginia",2019,download,103.141611310113,mean,Mb/sec
51077060300,tract,"Census Tract 603, Grayson County, Virginia",2020,download,22.2310075940482,mean,Mb/sec
51041100924,tract,"Census Tract 1009.24, Chesterfield County, Virginia",2021,download,183.314563773618,mean,Mb/sec
51075400300,tract,"Census Tract 4003, Goochland County, Virginia",2019,download,12.3118772065188,mean,Mb/sec
51181,county,"Surry County, Virginia",2021,download,96.3050783344641,mean,Mb/sec
51179010504,tract,"Census Tract 105.04, Stafford County, Virginia",2021,download,199.829278264198,mean,Mb/sec
51153,county,"Prince William County, Virginia",2020,download,170.439765646193,mean,Mb/sec
51650011200,tract,"Census Tract 112, Hampton city, Virginia",2021,download,179.097533626026,mean,Mb/sec
51131930300,tract,"Census Tract 9303, Northampton County, Virginia",2020,download,80.0104347299248,mean,Mb/sec
51810046009,tract,"Census Tract 460.09, Virginia Beach city, Virginia",2021,download,143.969720680072,mean,Mb/sec
51087200120,tract,"Census Tract 2001.20, Henrico County, Virginia",2019,download,143.708873761188,mean,Mb/sec
51059430203,tract,"Census Tract 4302.03, Fairfax County, Virginia",2020,download,142.452907341695,mean,Mb/sec
51059420600,tract,"Census Tract 4206, Fairfax County, Virginia",2020,download,173.796092333624,mean,Mb/sec
51173030500,tract,"Census Tract 305, Smyth County, Virginia",2021,download,121.883299482412,mean,Mb/sec
51107611025,tract,"Census Tract 6110.25, Loudoun County, Virginia",2019,download,121.474427063803,mean,Mb/sec
51171040500,tract,"Census Tract 405, Shenandoah County, Virginia",2019,download,58.3815637127745,mean,Mb/sec
51199050203,tract,"Census Tract 502.03, York County, Virginia",2020,download,137.277306916255,mean,Mb/sec
51690000300,tract,"Census Tract 3, Martinsville city, Virginia",2021,download,182.012449765233,mean,Mb/sec
51067020500,tract,"Census Tract 205, Franklin County, Virginia",2019,download,34.7229309290994,mean,Mb/sec
51041100208,tract,"Census Tract 1002.08, Chesterfield County, Virginia",2020,download,168.212040039797,mean,Mb/sec
51113,county,"Madison County, Virginia",2020,download,77.9245629328397,mean,Mb/sec
51650010501,tract,"Census Tract 105.01, Hampton city, Virginia",2019,download,110.361003307772,mean,Mb/sec
51760020200,tract,"Census Tract 202, Richmond city, Virginia",2020,download,141.893844650436,mean,Mb/sec
51710001200,tract,"Census Tract 12, Norfolk city, Virginia",2021,download,185.39175212954,mean,Mb/sec
51107611209,tract,"Census Tract 6112.09, Loudoun County, Virginia",2021,download,221.436567872692,mean,Mb/sec
51107610602,tract,"Census Tract 6106.02, Loudoun County, Virginia",2020,download,185.811984623562,mean,Mb/sec
51087200120,tract,"Census Tract 2001.20, Henrico County, Virginia",2020,download,160.19067698825,mean,Mb/sec
51195930700,tract,"Census Tract 9307, Wise County, Virginia",2021,download,44.3951735986449,mean,Mb/sec
51041101011,tract,"Census Tract 1010.11, Chesterfield County, Virginia",2020,download,167.615468017284,mean,Mb/sec
51041100206,tract,"Census Tract 1002.06, Chesterfield County, Virginia",2019,download,141.668733217691,mean,Mb/sec
51710002400,tract,"Census Tract 24, Norfolk city, Virginia",2020,download,114.910410228232,mean,Mb/sec
51650010310,tract,"Census Tract 103.10, Hampton city, Virginia",2020,download,110.927395961179,mean,Mb/sec
51061930403,tract,"Census Tract 9304.03, Fauquier County, Virginia",2021,download,142.187889622182,mean,Mb/sec
51059451800,tract,"Census Tract 4518, Fairfax County, Virginia",2021,download,164.094384944183,mean,Mb/sec
51760040900,tract,"Census Tract 409, Richmond city, Virginia",2021,download,205.310502555858,mean,Mb/sec
51139,county,"Page County, Virginia",2021,download,95.1404991879635,mean,Mb/sec
51770002800,tract,"Census Tract 28, Roanoke city, Virginia",2021,download,139.743376290718,mean,Mb/sec
51085320702,tract,"Census Tract 3207.02, Hanover County, Virginia",2021,download,151.839409005513,mean,Mb/sec
51750,county,"Radford city, Virginia",2021,download,78.6619401730451,mean,Mb/sec
51620090100,tract,"Census Tract 901, Franklin city, Virginia",2020,download,109.84595536651,mean,Mb/sec
51059480203,tract,"Census Tract 4802.03, Fairfax County, Virginia",2019,download,130.710424611052,mean,Mb/sec
51087200406,tract,"Census Tract 2004.06, Henrico County, Virginia",2021,download,172.836557466795,mean,Mb/sec
51059470700,tract,"Census Tract 4707, Fairfax County, Virginia",2021,download,216.032310855332,mean,Mb/sec
51760050200,tract,"Census Tract 502, Richmond city, Virginia",2020,download,175.611139893676,mean,Mb/sec
51095080203,tract,"Census Tract 802.03, James City County, Virginia",2021,download,164.441227924203,mean,Mb/sec
51161,county,"Roanoke County, Virginia",2020,download,122.929376002369,mean,Mb/sec
51059440600,tract,"Census Tract 4406, Fairfax County, Virginia",2020,download,163.309332478195,mean,Mb/sec
51059421103,tract,"Census Tract 4211.03, Fairfax County, Virginia",2020,download,156.682211693416,mean,Mb/sec
